Minerals,SiO2,Al2O3,Fe2O3,Na2O,CaO,MgO,FeO,K2O,P2O5,MnO,Mn2O3,TiO2,H2O,CO2,F,Cl,Li2O,BeO,B2O3,SnO2,C2O3,WO3,CuO,Cu2O,PbO,ZnO,BaO,SrO,VO2,V2O3,V2O5,CrO,Cr2O3,NiO,CoO,SO2,As2O3,As2O5,SO3,S2O5,Sb2O3,La2O3,Ce2O3,Pr2O3,Nd2O3,Sm2O3,Eu2O3,Gd2O3,Tb2O3,Dy2O3,Ho2O3,Er2O3,Tm2O3,Yb2O3,Lu2O3,REE2O3,Sc2O3,Y2O3,HfO2,ZrO2,ThO2,UO2,UO3,U2O3,Ga2O3,Ta2O5,Nb2O5
Lepersonnite-(Gd),2.82,0,0,0,0.45,0,0,0,0,0,0,0,12.11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0.12,1.09,0,0,0,0,0,0,0,0.41,0,0,0,0,76.89,0,0,0,0
Agardite-(Dy),0,0,0,0,0.52,0,0,0,0,0,0,0,9.98,0,0,0,0,0,0,0,0,0,44.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.82,0,0,0,3.01,0,0,0,0,0,0,0,10.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yftisite-(Y),15.96,0,0,0,0,0,0,0,0,0,0,7.95,2.39,0,10.09,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,0,5.08,0,0,0,0,0,52.47,0,0,0,0,0,0,0,0,0
Micheelsenite,0,6.88,0,0,16.81,0,0,0,7.45,0,0,0,41.46,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,16.93,0,0,0,0,0,0,0,0,0
Hydroxylbastnasite-(Nd),0,0,0,0,0,0,0,0,0,0,0,0,4.07,19.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churchite-(Nd),0,0,0,0,0,0,0,0,25.79,0,0,0,13.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calcioancylite-(Nd),0,0,0,0,16.52,0,0,0,0,0,0,0,7.96,25.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanthanite-(Nd),0,0,0,0,0,0,0,0,0,0,0,0,23.63,21.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.35,0,0,41.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tundrite-(Nd),9.69,0,0,7.5,0,0,0,0,0,0,0,9.66,3.63,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36
Kozoite-(Nd),0,0,0,0,0,0,0,0,0,0,0,0,4.39,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.82,0,8.04,36.89,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gysinite-(Nd),0,0,0,0,0,0,0,0,0,0,0,0,5.35,17.42,0,0,0,0,0,0,0,0,0,0,44.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06,0,0,24.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shabaite-(Nd),0,0,0,0,5.78,0,0,0,0,0,0,0,13,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.68,8.99,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,27.84,0,0,0,0,0
Kozoite-(La),0,0,0,0,6.17,0,0,0,0,0,0,0,5.85,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,34.97,0,4.32,17.62,0.91,0,1.9,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0
Schuilingite-(Nd),0,0,0,0,0,0,0,0,0,0,0,0,14.23,18.97,0,0,0,0,0,0,0,0,0,10.28,32.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,5.01,0,7.81,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0
Levinsonite-(Y),0,8.18,0,0,0,0,0,0,0,0,0,0,34.67,0,0,0,0,0,0,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.68,0,0,2.61,0,0,5.4,2.8,0,2.91,0,0,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0
Kamotoite-(Y),0,0,0,0,0,0,0,0,0,0,0,0,14.59,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,0,2.03,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,63.91,0,0,0,0
Agardite-(Nd),0,0,0,0,0.53,0,0,0,0,0,0,0,12.12,0,0,0,0,0,0,0,0,0,42.65,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,32.43,0,0,0,1.53,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0
Synchysite-(Nd),0,0,0,0,17.34,0,0,0,0,0,0,0,0,27.22,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paratooite-(La),0,0,0,3.42,7.84,0,0,0,0,0,0,0,0,33.21,0.25,0,0,0,0,0,0,0,5.97,0,0,0,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,27.47,0,8.07,8.46,0.65,0,0.84,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0
Wakefieldite-(Nd),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.09,0,0,0,0,0,0,0,0,0,0,0,0,0,64.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wakefieldite-(La),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.22,0,0,0,0,0,0,0,0,0,0,45.61,0,7.15,9.95,0.69,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0
Caysichite-(Y),29.34,0,0,0,12.32,0,0,0,0,0,0,0,7.69,17.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,0,0,0,0,0,0,0,0,27.57,0,0,0,0,0,0,0,0,0
Hydroxylbastnasite-(La),0,0,0,0,0,0,0,0,0,0,0,0,4.17,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastnasite-(La),0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,8.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isolueshite,0,0,0,6.12,5.54,0,0,0,0,0,0,9.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.24
Tritomite-(Y),17.33,2.21,0,0,12.13,0,5.18,0,0,0,0,0,3.9,0,5.48,0,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,0,0,0,0,0,0,0
Agardite-(La),0,0,0,0,1.31,0,0,0,0,0,0,0,10.12,0,0,0,0,0,0,0,0,0,44.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.27,0,0,0,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chernovite-(Y),0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.28,0,0,0,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.48,0,0,0,0,0,0,0,0,0
Pretulite,0,0,0,0,0,0,0,0,50.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.28,0,0,0,0,0,0,0,0,0,0
Thortveitite,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.93,20.16,0,0,0,0,0,0,0,0,0
Kolbeckite,0,0.29,0.91,0,0,0,0,0,40.28,0,0,0,20.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79,0,0,0,0,0,0,0,0,0,0
Allendeite,0,0.71,0,0,2.68,0,0.78,0,0,0,0,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.01,0.7,1.3,56.06,0,0,0,0,0,0,0
Heftetjernite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.79,0,0,0,0,0,0,0,0,76.21,0
Jervisite,53.79,0,0,8.32,7.53,5.41,6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52,0,0,0,0,0,0,0,0,0,0
Bazzite,63.87,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,0,0,0,0,0,0,0,0,0,0
Juonniite,0,0,0,0,14.44,10.38,0,0,36.55,0,0,0,20.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.76,0,0,0,0,0,0,0,0,0,0
Cascandite,56.86,0,0,0,17.69,0,5.67,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31,0,0,0,0,0,0,0,0,0,0
Scandiobabingtonite,53.44,0,0,0,19.95,0,9.59,0,0,3.15,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27,0,0,0,0,0,0,0,0,0,0
Kristiansenite,40.85,0.35,0,0.43,18.49,0,1.73,0,0,0,0,0,2.04,0,0,0,0,0,0,27.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,0.42,0,0,0,0,0,0,0
Oftedalite,73.98,0.47,0,0,4.55,0,0.3,4.74,0,1.31,0,0,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0.35,0,0,0,0,0,0,0,0,0
Magbasite,38.22,4.05,0,0,0,17.09,15.23,4.99,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0
Arrojadite-(SrFe),0.06,2.47,0,4.8,1.6,7.05,23.11,0.07,41.09,11.44,0,0,0.92,0,0.83,0,0.01,0,0,0,0,0,0,0,0.32,0.28,1.49,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0
Iimoriite-(Y),18.21,0,0,0,0,0,0,0,0,0,0,0,0,13.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.45,0,0,0,0,0,0,0,0,0
Bastnasite-(Y),0,0,0,0,0,0,0,0,0,0,0,0,0,26.21,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.24,0,0,0,0,0,0,0,0,0
Thalenite-(Y),34.14,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.15,0,0,0,0,0,0,0,0,0
Fluorthalenite-(Y),34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.91,0,0,0,0,0,0,0,0,0
Xenotime-(Y),0,0,0,0,0,0,0,0,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.4,0,0,0,0,0,0,0,0,0
Rowlandite-(Y),30.59,0,0,0,0,0,9.14,0,0,0,0,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.47,0,0,0,0,0,0,0,0,0
Tengerite-(Y),0,0,0,0,0,0,0,0,0,0,0,0,11.18,32.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.05,0,0,0,0,0,0,0,0,0
Wakefieldite-(Y),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.39,0,0,0,0,0,0,0,0,0
Horvathite-(Y),0,0,0,14.76,0,0,0,0,0,0,0,0,0,20.97,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.79,0,0,0,0,0,0,0,0,0
Britholite-(Y),21.03,0,0,0,17.45,0,0,0,8.28,0,0,0,1.05,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.69,0,0,0,0,0,0,0,0,0
Churchite-(Y),0,0,0,0,0,0,0,0,32.27,0,0,0,16.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.34,0,0,0,0,0,0,0,0,0
Minasgeraisite-(Y),26.58,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,0,0,0,0,0,0,0,0,0
Moydite-(Y),0,0,0,0,0,0,0,0,0,0,0,0,15.82,19.32,0,0,0,0,15.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.57,0,0,0,0,0,0,0,0,0
Gadolinite-(Y),25.69,0,0,0,0,0,15.36,0,0,0,0,0,0,0,0,0,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.27,0,0,0,0,0,0,0,0,0
Lokkaite-(Y),0,0,0,0,5.73,0,0,0,0,0,0,0,16.58,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.18,0,0,0,0,0,0,0,0,0
Fergusonite-(Y),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.93,0,0,0,0,0,0,0,0,54.07
Fergusonite-beta-(Y),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.93,0,0,0,0,0,0,0,0,54.07
Keiviite-(Y),30.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.39,0,0,0,43.64,0,0,0,0,0,0,0,0,0
Synchysite-(Y),0,0,0,0,20.92,0,0,0,0,0,0,0,0,32.84,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.13,0,0,0,0,0,0,0,0,0
Yttrialite-(Y),28.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.56,0,0,31.62,0,0,0,0,0,0
Kimuraite-(Y),0,0,0,0,9.91,0,0,0,0,0,0,0,19.1,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.89,0,0,0,0,0,0,0,0,0
Gagarinite-(Y),0,0,0,10.66,19.29,0,0,0,0,0,0,0,0,0,29.41,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.85,0,0,0,0,0,0,0,0,0
Tveitite-(Y),0,0,0,0,39.88,0,0,0,0,0,0,0,0,0,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41,0,0,0,0,0,0,0,0,0
Formanite-(Y),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.82,0,0,0,0,0,0,0,66.18,0
Tombarthite-(Y),16.15,0,0,0,6.03,0,0,0,0,0,0,0,22.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.57,0,33.37,0,0,0,0,0,0,0,0,0
Kobeite-(Y),0,0,0,0,0,0,0,0,0,0,0,37.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,0,0,0,8.46,0,0,0,0,20.83
Ashcroftine-(Y),44.15,0,0,4.07,2.94,0,0,6.18,0,0,0,0,3.78,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.63,0,0,0,0,0,0,0,0,0
Shomiokite-(Y),0,0,0,23.72,0,0,0,0,0,0,0,0,13.79,33.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.81,0,0,0,0,0,0,0,0,0
IMA2008-069,0,0,0,20.85,0,0,0,0,0,0,0,0,24.24,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,0,0,0,0,0,0,0,0
Yttrotantalite-(Y),0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.03,0,0,0,8.55,0,0,0,48.98,12.63
Aeschynite-(Y),0,0,0,0,6.12,0,2.61,0,0,0,0,50.84,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.64,0,0,0,0,0,0,0,0,12.08
Yttrocolumbite-(Y),0,0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.84,0,0,0,18.21,0,0,0,18.62,33.61
Okanoganite-(Y),15.15,0,2.22,1.9,5.58,0,0,0,0.85,0,0,0.57,1.35,0,7.17,0,0.02,0.01,3.85,0,0,0,0,0,0,0,0.06,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,0,19.18,0,0,1.89,0,0.11,0,0,0,0
Yttrocrasite-(Y),0,0,2.68,0,5.64,0,0,0,0,0,0,50.92,6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,0,8.86,9.06,0,0,0,0,0
Reederite-(Y),0,0,0,38.83,0,0,0,0,0,0,0,0,0,33.08,1.59,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86,0,0,0,0,0,0,0,0,0
Vyuntspakhkite-(Y),26.53,13.81,0,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07,0,14.71,0,17.96,0,0,0,0,0,0,0,0,0
Yttropyrochlore-(Y),0,0,1.75,1.36,2.46,0,0,0,0,0,0,3.5,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.33,0,0,0,11.84,0,0,0,24.23,34.98
Paraniite-(Y),0,0,0,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,0,0
Donnayite-(Y),0,0,0,3.74,6.76,0,0,0,0,0,0,0,6.52,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.62,0,0,0,0,0,0,0,0,0
Sazykinaite-(Y),41.94,0,0,18.02,0,0,0,0,0,0,0,0,12.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.13,0,14.33,0,0,0,0,0,0,0
Mackelveyite-(Y),0,0,0,3.44,6.23,0,0,0,0,0,0,0,12.01,14.67,0,0,0,0,0,0,0,0,0,0,0,0,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0
Hingganite-(Yb),26.49,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,11.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.43,0,0,0,12.44,0,0,0,0,0,0,0,0,0
Murataite,0.3,0,3.99,6.2,0.84,0,0,0,0,0.71,0,38.33,0.54,0,7.12,0,0,0,0,0,0,0,0,0,0,11.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,0,12.42,0,0,0,0,0,0,0,0,9.96
Monteregianite-(Y),60.28,0.65,0,9.25,0.71,0,0,5.38,0,0,0,0,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19,0,0,0,0,0,0,0,0,0
Keiviite-(Yb),25.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.59,0,0,0,11.96,0,0,0,0,0,0,0,0,0
